"0: show: 0.7834293842315674
1: represent: 0.6844182014465332
2: resemble: 0.6611775159835815
3: go: 0.6528707146644592
4: get: 0.6381404399871826
* 5:  send: 0.637053370475769
6: upload: 0.6352080702781677
* 7:  match: 0.63211989402771
8: reflect: 0.6171059608459473
9: pass: 0.6083683967590332
* 10:  leave: 0.6042995452880859
11: bring: 0.6019636392593384
* 12:  turn: 0.601774275302887
13: provide: 0.5932043790817261
* 14:  take: 0.5896846055984497
15: sell: 0.5864691138267517
16: explain: 0.5859965085983276
17: change: 0.5836482048034668
18: attach: 0.5825060606002808
19: indicate: 0.5821400880813599
20: shoot: 0.5812880992889404
21: refer: 0.5770791172981262
22: recognize: 0.5760048627853394
* 23:  stick: 0.575411319732666
24: depict: 0.5734325647354126
25: kill: 0.57120680809021
26: exist: 0.5659687519073486
27: accept: 0.5655926465988159
* 28:  give: 0.5650395750999451
29: respond: 0.5637259483337402
30: offer: 0.5614941716194153
31: enlarge: 0.5570217967033386
32: allow: 0.554851233959198
* 33:  reach: 0.5537582039833069
* 34:  rotate: 0.5527917742729187
35: register: 0.5506312847137451
36: include: 0.5501869320869446
37: compare: 0.5500862002372742
* 38:  catch: 0.5491299629211426
* 39:  connect: 0.5488229990005493
40: contain: 0.5482075214385986
* 41:  extend: 0.543046236038208
* 42:  sit: 0.5428431034088135
* 43:  move: 0.5398268699645996
44: have: 0.5394004583358765
* 45:  bother: 0.5379065871238708
46: conform: 0.5370562076568604
47: prove: 0.5337187051773071
* 48:  fasten: 0.5334885120391846
* 49:  hold: 0.531806468963623",
"0: keeps: 0.8634270429611206
1: keep: 0.8498597741127014
2: kept: 0.7738516330718994
3: keeping: 0.7287918329238892
4: prevent: 0.6201903820037842
5: saves: 0.6070225238800049
6: prevents: 0.5628675222396851
7: stop: 0.546150803565979
8: constantly: 0.4943837821483612
9: preventing: 0.47914472222328186
* 10:  stops: 0.4541734457015991
11: without: 0.4438396692276001
12: avoid: 0.4402350187301636
13: hiding: 0.4376179575920105
14: whilst: 0.436901330947876
15: saved: 0.43260061740875244
16: save: 0.42481258511543274
17: protect: 0.4192323684692383
18: start: 0.40999191999435425
* 19:  staying: 0.40634050965309143
* 20:  remove: 0.40595394372940063
21: debris: 0.4057728350162506
* 22:  hold: 0.4032380282878876
23: blows: 0.4030522108078003
24: holding: 0.40213531255722046
* 25:  bring: 0.4004778265953064
26: relieve: 0.3993678092956543
27: killing: 0.39769309759140015
28: lifts: 0.39657121896743774
29: strengthen: 0.39653918147087097
30: eliminate: 0.3958607614040375
* 31:  stay: 0.39570754766464233
32: relax: 0.393955796957016
33: distract: 0.39266031980514526
34: allows: 0.38906365633010864
35: stabilize: 0.3874319791793823
36: protects: 0.3863195776939392
* 37:  kill: 0.3843785524368286
* 38:  hide: 0.3833942115306854
39: helps: 0.3828884959220886
* 40:  eat: 0.3811522126197815
* 41:  behind: 0.37907254695892334
42: annoy: 0.37833037972450256
43: chronic: 0.3778471350669861
44: holds: 0.37695902585983276
* 45:  pulls: 0.3759491741657257
46: protecting: 0.3755251169204712
47: reduce: 0.3737449049949646
* 48:  take: 0.37136733531951904
49: blowing: 0.3713601231575012",
"0: oh: 0.9999999403953552
1: ohh: 0.45039504766464233
2: ooh: 0.4306017756462097
3: endowed: 0.41820186376571655
4: umm: 0.39155372977256775
5: deserved: 0.37325456738471985
6: breathes: 0.37250813841819763
7: dongdong: 0.36569005250930786
8: benefits: 0.3653421700000763
9: vapes: 0.3646472692489624
10: ahh: 0.3585934638977051
11: crafted: 0.3552219867706299
12: ha: 0.35447958111763
13: woks: 0.3531559705734253
14: logistics: 0.34578657150268555
15: wotks: 0.3454633057117462
16: ohhh: 0.34013551473617554
* 17:  attitude: 0.3386954069137573
18: engineered: 0.3354172110557556
19: constructed: 0.33407822251319885
20: wraped: 0.32590252161026
21: favourable: 0.319261372089386
22: writes: 0.31870317459106445
23: wirks: 0.3097456693649292
24: pertty: 0.3061402440071106
25: bless: 0.3050310015678406
26: yes: 0.30088841915130615
27: cooks: 0.2965605854988098
28: fitz: 0.2955753207206726
29: affordable: 0.2955384850502014
30: workd: 0.2907886803150177
31: geez: 0.2898683249950409
32: yeah: 0.2898450195789337
* 33:  refueling: 0.2884461283683777
* 34:  huh: 0.2882804870605469
* 35:  enthusiastic: 0.28825318813323975
36: iloveit: 0.283750057220459
37: maid: 0.2822139859199524
38: praised: 0.2810201644897461
39: veryy: 0.2799375057220459
40: adoration: 0.27987146377563477
41: rapped: 0.2795603275299072
42: sharpens: 0.27948498725891113
43: ummmm: 0.2778993248939514
44: veery: 0.2760499119758606
45: stile: 0.27361002564430237
46: effective: 0.2732972502708435
47: mixes: 0.27155447006225586
48: feets: 0.2714872360229492
49: worthwhile: 0.2703001797199249",
"0: fingers: 0.858485221862793
1: wrist: 0.8403432369232178
2: finger: 0.8051148653030396
3: thumb: 0.7995389103889465
4: earlobe: 0.7518374919891357
5: hands: 0.7510093450546265
6: pinky: 0.749030351638794
7: hand: 0.7324396371841431
8: head: 0.7099251747131348
9: nose: 0.7019994258880615
10: penis: 0.6986671686172485
11: ears: 0.695429801940918
12: earlobes: 0.6935450434684753
13: pinkie: 0.6860303282737732
14: rist: 0.6747903227806091
15: nostrils: 0.673952043056488
16: cock: 0.6696133613586426
17: toes: 0.6617848873138428
18: nipples: 0.652614951133728
19: arm: 0.6502090096473694
20: knuckles: 0.6460301876068115
21: forearms: 0.6440408825874329
* 22:  stomach: 0.6412319540977478
23: face: 0.6403626203536987
24: eyelids: 0.6370190382003784
25: forehead: 0.6343744993209839
26: wrists: 0.6285433173179626
* 27:  calves: 0.6269683837890625
28: ear: 0.6207456588745117
29: foot: 0.6198878288269043
30: neck: 0.6198631525039673
31: feet: 0.6192104816436768
32: gums: 0.6167859435081482
33: mouth: 0.6158308386802673
* 34:  ankles: 0.6148349046707153
35: ankle: 0.6119821071624756
36: fingernails: 0.6101187467575073
37: dick: 0.6054942607879639
38: throat: 0.5959881544113159
* 39:  breasts: 0.5888701677322388
40: palm: 0.586168646812439
41: ar15: 0.5806747078895569
42: nipple: 0.5791059136390686
* 43:  shoulders: 0.5735754370689392
44: eyebrows: 0.5704999566078186
45: forearm: 0.5699828863143921
46: eyes: 0.569496750831604
* 47:  thighs: 0.5694790482521057
48: knuckle: 0.5681071281433105
* 49:  boobs: 0.5680694580078125",Bodypart
"0: matched: 0.8728013038635254
1: matches: 0.8168786764144897
2: match: 0.8019533753395081
3: matching: 0.6457698941230774
4: changed: 0.596275269985199
5: coordinate: 0.5227560997009277
6: coded: 0.49385684728622437
7: scheme: 0.4722670316696167
8: correspond: 0.450173556804657
9: sane: 0.4483405351638794
* 10:  change: 0.4464360773563385
11: corresponding: 0.44484028220176697
* 12:  resemble: 0.4171214997768402
* 13:  mixed: 0.41289353370666504
* 14:  represent: 0.409853458404541
15: diffent: 0.40749093890190125
* 16:  champagne: 0.4068658947944641
17: diferent: 0.40466582775115967
* 18:  fav: 0.4021098017692566
* 19:  favourite: 0.4018213152885437
20: spotted: 0.400365948677063
21: same: 0.3985842764377594
22: lighten: 0.39663493633270264
* 23:  golden: 0.39460161328315735
24: neutral: 0.3909463882446289
25: gradient: 0.3884279727935791
26: goldish: 0.3881155848503113
27: resembles: 0.38802585005760193
28: wronge: 0.3874397277832031
29: multi: 0.38737523555755615
30: combinations: 0.3858798146247864
* 31:  rainbow: 0.3847108483314514
32: diff: 0.3841884732246399
33: combination: 0.38269829750061035
34: chosen: 0.37980082631111145
* 35:  reflect: 0.37913596630096436
36: highlighted: 0.37609776854515076
37: varied: 0.3756355047225952
38: lightest: 0.3748881220817566
39: wron: 0.37478137016296387
* 40:  darkest: 0.37395739555358887
41: mentions: 0.3732134699821472
42: represents: 0.3727710545063019
43: changes: 0.37231168150901794
* 44:  according: 0.3721984028816223
* 45:  show: 0.37145671248435974
46: differnt: 0.3712764382362366
* 47:  indicate: 0.37004703283309937
48: chakra: 0.36950892210006714
* 49:  favorite: 0.36900997161865234",
"0: across: 0.7715141177177429
1: behind: 0.7540704011917114
2: around: 0.7533396482467651
3: on: 0.7071570754051208
4: onto: 0.7053937315940857
5: into: 0.7039777040481567
6: over: 0.6781022548675537
7: down: 0.6775502562522888
8: under: 0.6303336024284363
9: towards: 0.6298189163208008
10: against: 0.6295148134231567
11: below: 0.6185511350631714
12: above: 0.5941077470779419
13: in: 0.5929107666015625
14: toward: 0.5808466672897339
15: through: 0.5706754922866821
16: between: 0.5673196315765381
17: round: 0.5494828224182129
18: inward: 0.5372908115386963
* 19:  upward: 0.5257008075714111
* 20:  along: 0.5227863788604736
21: throughout: 0.5152761340141296
* 22:  without: 0.5020526647567749
23: exposed: 0.5009859204292297
24: thru: 0.4974392354488373
* 25:  off: 0.4957645535469055
* 26:  causing: 0.49397149682044983
27: outward: 0.4893021285533905
* 28:  horizontal: 0.48329243063926697
* 29:  exposing: 0.47803419828414917
30: up: 0.472445547580719
31: beneath: 0.4714811146259308
32: touches: 0.4692811369895935
* 33:  freely: 0.4672934114933014
* 34:  downward: 0.46186766028404236
35: sideways: 0.4564114511013031
* 36:  out: 0.4393891990184784
* 37:  downwards: 0.43659424781799316
38: at: 0.43444395065307617
39: flat: 0.42819640040397644
* 40:  rear: 0.42748552560806274
* 41:  underneath: 0.426385760307312
* 42:  entire: 0.4232947528362274
* 43:  flush: 0.4232208728790283
* 44:  diagonal: 0.4178332984447479
* 45:  causes: 0.4167115092277527
* 46:  vertical: 0.4128957986831665
* 47:  reaches: 0.41249096393585205
48: numb: 0.4124693274497986
* 49:  inner: 0.41118761897087097",
"0: specify: 0.8106648921966553
1: notice: 0.7612098455429077
2: realise: 0.72918301820755
3: bother: 0.6998680830001831
* 4:  explain: 0.6869001388549805
5: state: 0.6799477934837341
6: realize: 0.6715714931488037
7: happen: 0.6687263250350952
* 8:  understand: 0.6610490083694458
9: disappoint: 0.6448224186897278
* 10:  include: 0.6407814025878906
* 11:  recognize: 0.6352143883705139
12: mention: 0.6286503076553345
* 13:  offer: 0.6255452632904053
* 14:  know: 0.6143444776535034
* 15:  exist: 0.606996476650238
* 16:  indicate: 0.6022272109985352
* 17:  say: 0.573360800743103
18: mind: 0.5710431933403015
19: care: 0.5702148675918579
20: read: 0.5696552991867065
* 21:  accept: 0.5667533874511719
22: affect: 0.5655394792556763
* 23:  budge: 0.5593206882476807
24: matter: 0.5589253902435303
25: anticipate: 0.5585871934890747
26: count: 0.5572260618209839
* 27:  kno: 0.5471360683441162
* 28:  belong: 0.5469675064086914
* 29:  contain: 0.5458961725234985
* 30:  provide: 0.5445600152015686
* 31:  respond: 0.5372916460037231
* 32:  assume: 0.5318759679794312
* 33:  expand: 0.5317156910896301
* 34:  forget: 0.5271561741828918
* 35:  dissapoint: 0.5270705223083496
* 36:  show: 0.5224548578262329
* 37:  reflect: 0.5184593200683594
* 38:  notify: 0.5153889060020447
* 39:  register: 0.5151645541191101
* 40:  rotate: 0.5119810104370117
* 41:  require: 0.5087870359420776
42: clarify: 0.5080443620681763
43: mean: 0.5049687623977661
* 44:  allow: 0.5033818483352661
* 45:  tell: 0.4987204074859619
* 46:  represent: 0.4975958466529846
* 47:  recognise: 0.49381113052368164
* 48:  wrk: 0.493217408657074
* 49:  expect: 0.49284297227859497",
"0: all: 0.9999999403953552
1: alll: 0.491539865732193
2: staring: 0.4405604898929596
3: lest: 0.4389365017414093
4: finest: 0.43855103850364685
5: lease: 0.4113393723964691
6: airport: 0.41040003299713135
7: both: 0.4021158814430237
8: repeated: 0.40201908349990845
9: dusk: 0.40019041299819946
10: least: 0.39415258169174194
11: multiple: 0.3921046257019043
12: various: 0.3881152868270874
13: most: 0.3829635679721832
* 14:  al: 0.3709695339202881
15: first: 0.36626875400543213
16: expense: 0.3646302819252014
17: corners: 0.3602641522884369
18: bedtime: 0.3557865023612976
19: majority: 0.3535414934158325
* 20:  some: 0.3530677556991577
21: seas: 0.3497709035873413
22: stare: 0.3430766761302948
23: none: 0.3381885290145874
24: completely: 0.3359706997871399
* 25:  several: 0.33538928627967834
26: ends: 0.33081287145614624
27: end: 0.325474351644516
28: walgreens: 0.32371413707733154
29: batting: 0.32230204343795776
30: powering: 0.32177892327308655
31: rim: 0.32146039605140686
32: pharmacy: 0.32085105776786804
33: angles: 0.31803956627845764
34: mall: 0.31532445549964905
35: convention: 0.3139796853065491
36: michaels: 0.31279146671295166
37: random: 0.30996769666671753
38: tons: 0.30773526430130005
39: mixed: 0.30416202545166016
40: checkout: 0.3025985062122345
41: point: 0.2997687757015228
42: salon: 0.29942017793655396
* 43:  gaps: 0.29911166429519653
44: moment: 0.297998309135437
45: altitude: 0.2973428964614868
46: loads: 0.296645849943161
47: ulta: 0.2956775426864624
48: staying: 0.29547494649887085
* 49:  any: 0.2951592803001404",
"0: gave: 0.8933941125869751
1: give: 0.8135717511177063
2: giving: 0.7826167345046997
3: given: 0.717627763748169
4: sent: 0.5971667766571045
5: send: 0.5906704664230347
6: gifted: 0.5897849798202515
7: donated: 0.5694105625152588
8: brought: 0.5154208540916443
9: sended: 0.4993790090084076
10: remind: 0.4971344470977783
11: told: 0.4962567687034607
12: owe: 0.49035435914993286
13: referred: 0.49029457569122314
14: bought: 0.4735504686832428
15: scored: 0.4704427421092987
16: rated: 0.4685877561569214
17: sending: 0.46858417987823486
18: mailed: 0.4683777093887329
19: ignoring: 0.4674941599369049
20: talked: 0.4549671411514282
21: stole: 0.45297771692276
22: referring: 0.4529660940170288
23: passed: 0.4513990879058838
24: notify: 0.44903290271759033
25: inform: 0.44236165285110474
26: forgive: 0.4393286108970642
27: got: 0.43867912888526917
28: teach: 0.437616229057312
* 29:  encantan: 0.43185073137283325
30: recommends: 0.43069207668304443
31: unwrap: 0.43007564544677734
* 32:  encant: 0.429641455411911
33: notified: 0.4215332865715027
34: reminded: 0.42126843333244324
* 35:  resend: 0.4204438030719757
* 36:  get: 0.42000001668930054
* 37:  encanta: 0.41991809010505676
* 38:  encanto: 0.41978156566619873
39: givin: 0.4191458821296692
40: telling: 0.410877525806427
* 41:  quedaron: 0.4106637239456177
42: sends: 0.40904104709625244
43: named: 0.4075089991092682
* 44:  imaginaba: 0.406083345413208
* 45:  purchased: 0.4053705930709839
* 46:  encantaron: 0.4038991332054138
47: donating: 0.40362682938575745
* 48:  returned: 0.40222203731536865
49: bothers: 0.40194904804229736",
"0: thigh: 0.9183057546615601
* 1:  calf: 0.9055255055427551
2: knee: 0.8640292286872864
* 3:  hip: 0.8334928154945374
4: knees: 0.8210368156433105
* 5:  ankles: 0.8177100419998169
* 6:  leg: 0.8129247426986694
* 7:  abdomen: 0.8056333661079407
8: shin: 0.7944228053092957
* 9:  ankle: 0.7823682427406311
* 10:  ribs: 0.7749837636947632
* 11:  hips: 0.7581167221069336
* 12:  waistline: 0.7483897805213928
* 13:  stomach: 0.7411577701568604
* 14:  bum: 0.7333340048789978
* 15:  elbows: 0.7258216738700867
* 16:  legs: 0.7209582924842834
* 17:  forearm: 0.7172219753265381
* 18:  shoulders: 0.7159616947174072B
* 19:  thighs: 0.7156205177307129
* 20:  crotch: 0.7131451368331909
* 21:  toes: 0.7071834206581116
* 22:  buttocks: 0.7064560055732727
* 23:  arm: 0.7054979801177979
24: mid: 0.7036478519439697
* 25:  tummy: 0.7015461921691895
* 26:  calves: 0.6962406039237976
* 27:  foot: 0.6901329755783081
* 28:  upper: 0.6885336637496948
* 29:  chin: 0.681382417678833
* 30:  armpit: 0.6800283193588257
* 31:  heel: 0.679668664932251
* 32:  butt: 0.67914879322052
33: elbow: 0.6736034750938416
* 34:  chest: 0.6712064743041992
* 35:  calfs: 0.6671059727668762
* 36:  armpits: 0.6626054048538208
* 37:  breast: 0.6577947735786438
* 38:  biceps: 0.656220555305481
* 39:  waist: 0.6511872410774231
* 40:  toe: 0.6458597779273987
* 41:  instep: 0.6416019201278687
* 42:  underarm: 0.6401127576828003
* 43:  neck: 0.6400256156921387
* 44:  shoulder: 0.6397040486335754
* 45:  heal: 0.636711597442627
* 46:  earlobe: 0.628448486328125
* 47:  arms: 0.6258018016815186
48: reaches: 0.6240215301513672
* 49:  midsection: 0.6220881938934326",BodyPart
